FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,W/L
36,98,36.7,10,36,27.8,19,21,90.5,19,35,54,19,8,5,12,18,7,108.6,102.2,6.4,52.8,1.58,46,66.7,56.1,12.9,41.8,47.1,92.5,52.1,1
36,92,39.1,7,27,25.9,29,36,80.6,8,37,45,21,7,12,14,26,1,100,100.9,-0.9,58.3,1.5,25,75,48.2,13,42.9,50.1,96.91,49.8,1
34,81,42,18,32,56.3,22,27,81.5,11,34,45,24,11,4,20,23,8,104.9,98,6.8,70.6,1.2,26,68.6,47.5,19.4,53.1,58.1,102.5,57,1
39,84,46.4,11,35,31.4,17,25,68,6,26,32,25,10,3,9,24,-18,111.6,131.9,-20.3,64.1,2.78,22,60,40,9.5,53,55.8,94.5,40.5,0
29,80,36.3,11,38,28.9,15,22,68.2,5,30,35,21,8,2,13,19,-12,93.3,104.3,-11,72.4,1.62,23.5,64.6,43.4,14.4,43.1,46.8,91,39.4,0
40,86,46.5,9,30,30,16,22,72.7,10,28,38,24,4,2,11,23,-6,114.1,120.7,-6.5,60,2.18,33.3,74.4,51.7,12,51.7,54.9,92,44.1,0
40,86,46.5,18,43,41.9,9,15,60,9,27,36,27,8,5,17,21,-7,110.3,118.8,-8.4,67.5,1.59,32,93.5,55.6,17.5,57,57.8,96.5,41.7,0
33,80,41.3,18,42,42.9,16,24,66.7,7,35,42,23,6,4,16,25,-6,104.2,110.4,-6.3,69.7,1.44,26,64.8,46.2,16.7,52.5,55.2,96,45,0
44,90,48.9,13,32,40.6,12,16,75,10,21,31,27,14,3,10,19,2,118.9,116.8,2.1,61.4,2.7,28.6,77.4,47.5,10.5,56.1,58.2,95,45.7,1
33,81,40.7,15,41,36.6,17,21,81,12,21,33,24,8,2,16,26,-17,105.4,123.7,-18.3,72.7,1.5,31.4,64.7,44.7,17.2,50,54.3,93,34,0
37,86,43,11,35,31.4,19,20,95,11,33,44,18,7,5,11,17,-3,110.6,112.6,-2,48.6,1.64,24.5,78.3,50.5,11.7,49.4,54.9,94.5,49.5,0
40,83,48.2,13,37,35.1,13,16,81.3,7,39,46,25,3,5,22,23,-20,101.9,122.3,-20.4,62.5,1.14,25,81.6,54.8,21.2,56,58.9,103.5,40.6,0
40,92,43.5,18,45,40,14,15,93.3,9,38,47,28,5,7,21,20,-4,101.8,105.5,-3.6,70,1.33,21.2,78.8,50,19.1,53.3,56.8,99.62,43.7,0
29,82,35.4,7,35,20,11,13,84.6,19,33,52,21,4,5,21,18,-11,86.4,97.8,-11.4,72.4,1,37.7,64.9,51.8,23.9,39.6,43.3,88.5,41.9,0
34,69,49.3,13,29,44.8,11,16,68.8,3,25,28,21,5,7,16,19,-3,103.4,106.7,-3.4,61.8,1.31,13.2,58.3,38.4,18,58.7,60.5,89,48.7,0
38,89,42.7,11,38,28.9,14,19,73.7,14,23,37,19,7,1,11,23,-7,112.2,121.3,-9.1,50,1.73,37.7,66.7,50,12.2,48.9,51.9,89.5,41.2,0
46,95,48.4,12,28,42.9,12,16,75,14,28,42,31,9,2,9,15,8,124.7,117.4,7.3,67.4,3.44,35.8,81.1,54.4,9.7,54.7,56.8,92.5,53,1
34,98,34.7,8,26,30.8,6,9,66.7,16,35,51,21,6,2,16,13,-14,86.3,101.1,-14.7,61.8,1.31,36.4,72.9,51.8,16.8,38.8,40.2,95,36.4,0
48,94,51.1,14,31,45.2,18,24,75,11,32,43,33,4,2,12,22,5,125.5,120.6,4.9,68.8,2.75,32.7,67.3,50,11.8,58.5,61.2,92.38,49.2,1
28,79,35.4,11,36,30.6,25,34,73.5,13,32,45,18,5,6,17,12,-13,95.8,109.4,-13.5,64.3,1.06,30.9,74.4,50,17.7,42.4,49,96,42.3,0
42,83,50.6,10,26,38.5,21,28,75,9,32,41,25,6,5,16,20,-10,115,125,-10,59.5,1.56,27.9,78.3,53.9,16,56.6,60.3,100,46,0
38,84,45.2,12,35,34.3,12,17,70.6,9,28,37,18,8,7,18,20,-15,101,115,-14,47.4,1,25,66,45.9,18.2,52.4,54.7,99.5,40.9,0
43,104,41.3,13,35,37.1,12,18,66.7,14,38,52,20,5,3,8,25,-10,105.7,116.3,-10.6,46.5,2.5,28.1,71.7,47.9,7.6,47.6,49.6,94.64,42.4,0
39,91,42.9,11,32,34.4,23,31,74.2,10,27,37,23,8,1,8,23,-13,113.1,127.6,-14.4,59,2.88,28.1,76.3,47.4,8.1,48.9,53.5,98.5,39.6,0
39,73,53.4,12,29,41.4,37,44,84.1,3,45,48,19,9,4,17,19,21,119.8,100,19.8,48.7,1.12,10.8,75,50.5,16,61.6,68.8,106,63.6,1
38,89,42.7,10,32,31.3,14,20,70,11,30,41,19,10,5,17,18,-6,99,102.9,-3.9,50,1.12,27.3,78,49,16.8,48.3,51.1,102,44.1,0
51,86,59.3,15,32,46.9,19,25,76,11,30,41,31,12,8,18,18,33,132,101,31.1,60.8,1.72,37.8,66.7,54.9,17.5,68,70.1,102.5,68.5,1
47,78,60.3,12,32,37.5,10,19,52.6,3,31,34,30,8,4,13,19,13,120.8,107.3,13.5,63.8,2.31,10.5,72.3,44.7,13.5,67.9,67.2,96,57.1,1
40,99,40.4,11,32,34.4,19,24,79.2,5,38,43,27,11,8,9,25,-7,98.2,106.4,-8.1,67.5,3,20,63.5,42.3,8,46,50.2,100.53,49.1,0
36,78,46.2,9,28,32.1,18,27,66.7,12,30,42,22,7,4,19,20,-9,104.2,114.9,-10.7,61.1,1.16,36.2,71.4,52.8,20,51.9,55.1,94.5,42.8,0
48,98,49,6,20,30,10,16,62.5,19,27,46,20,8,9,16,25,-3,109.8,112.7,-2.9,41.7,1.25,40.4,64.4,51.5,15.7,52,53.3,92.38,45,0
42,91,46.2,13,33,39.4,18,21,85.7,10,30,40,26,8,3,9,15,2,118.6,115.3,3.3,61.9,2.89,21.6,70.5,44.2,9.3,53.3,57.4,97.5,49.5,1
29,78,37.2,11,26,42.3,30,35,85.7,6,37,43,21,8,6,16,22,-7,97.1,105,-7.9,72.4,1.31,19.6,75.5,48.1,15.7,44.2,53,101.5,44.3,0
43,83,51.8,11,27,40.7,14,16,87.5,9,37,46,24,13,5,21,25,7,109.9,103,6.9,55.8,1.14,24.4,74.5,52.2,20.8,58.4,61.6,101,52.5,1
40,94,42.6,7,33,21.2,25,35,71.4,12,33,45,20,10,1,11,23,-14,108.7,122.3,-13.6,50,1.82,30.5,72.3,49.1,10.7,46.3,51.2,103,39.7,0
30,79,38,4,14,28.6,17,23,73.9,10,33,43,14,10,5,17,20,-23,84.4,109.5,-25.1,46.7,0.82,25,71.7,46.9,17.7,40.5,45.4,95.5,36.9,0
40,90,44.4,12,36,33.3,17,30,56.7,10,30,40,20,9,5,11,15,-27,106.9,133.3,-26.5,50,1.82,22,81,46.5,10.8,51.1,52.8,102,36.4,0
46,86,53.5,19,48,39.6,21,26,80.8,11,37,48,32,5,5,15,23,30,133.3,103,30.3,69.6,2.13,34.9,69,54.5,15.2,64.5,67.7,99,66.7,1
43,84,51.2,10,30,33.3,13,18,72.2,6,24,30,27,9,1,14,14,-16,112.4,127.6,-15.2,62.8,1.93,23.8,60.5,42.4,14.4,57.1,59.3,97.5,42.8,0
40,87,46,16,35,45.7,11,12,91.7,6,23,29,30,14,4,16,20,-12,108.1,119,-10.9,75,1.88,18.8,65.8,39.5,16.2,55.2,58,99.5,45.1,0
34,85,40,11,31,35.5,14,19,73.7,11,25,36,21,13,2,25,16,-21,90.3,109.6,-19.3,61.8,0.84,30.9,67.4,46.9,24.3,46.5,49.8,103.5,35,0
39,87,44.8,6,35,17.1,15,22,68.2,10,38,48,19,7,6,15,17,-13,99,112,-13,48.7,1.27,23.1,74.1,49.1,15,48.3,51.2,100,44.4,0
41,86,47.7,13,39,33.3,24,34,70.6,12,24,36,29,6,4,14,19,-14,120.2,134.3,-14.1,70.7,2.07,38.8,63.4,50,14.1,55.2,58.9,99,45.4,0
41,92,44.6,12,37,32.4,21,25,84,11,44,55,27,6,6,14,15,8,109.5,101.9,7.6,65.9,1.93,25.5,75.8,53.8,13.3,51.1,55.8,105,58.8,1
40,89,44.9,15,42,35.7,16,23,69.6,5,29,34,23,8,2,8,16,-11,113.3,122,-8.7,57.5,2.88,19.2,71.7,43.9,8.2,53.4,56,99,44.5,0
36,85,42.4,11,35,31.4,22,27,81.5,10,36,46,15,6,3,19,20,2,104,101,3,41.7,0.79,29.4,68.5,49.5,18.8,48.8,54.2,101.5,49,1
39,87,44.8,11,25,44,19,26,73.1,14,37,51,21,7,5,18,17,7,111.3,104.1,7.2,53.8,1.17,40,80.9,59.8,18.6,51.1,54.9,97,51,1
39,93,41.9,11,36,30.6,14,22,63.6,9,31,40,25,5,3,12,19,-24,99,121,-21.9,64.1,2.08,19,68.1,41,11.5,47.8,50.2,104.5,37,0
51,94,54.3,18,35,51.4,7,11,63.6,10,36,46,33,11,7,11,16,33,132.3,100,32.3,64.7,3,33.3,70.4,53.5,11.5,63.8,64.2,95,66.3,1
52,88,59.1,15,31,48.4,13,18,72.2,11,39,50,33,5,5,17,14,34,133.3,97,36.3,63.5,1.94,33.3,82.7,61.5,17.2,67.6,68.8,100,64,1
41,83,49.4,15,35,42.9,10,20,50,14,31,45,27,5,4,14,16,-3,120.2,125,-4.8,65.9,1.93,41.3,71.1,56,15.7,58.4,58.3,88.5,48.1,0
41,88,46.6,10,32,31.3,9,15,60,9,37,46,23,2,2,9,18,-1,113.5,113.3,0.1,56.1,2.56,28,76.5,52.5,10.1,52.3,53.4,89.5,47.6,0
34,79,43,14,38,36.8,21,25,84,9,40,49,23,6,5,15,20,15,109.6,91.7,17.9,67.6,1.53,23.4,77.8,52.5,16,51.9,57.2,95,60.3,1
37,91,40.7,10,35,28.6,6,10,60,6,34,40,22,7,3,16,18,-14,89.1,102,-12.9,59.5,1.38,19.6,74,45.3,15.8,46.2,47.2,101.5,39.5,0
49,82,59.8,17,34,50,13,20,65,12,30,42,30,13,10,19,17,25,129.3,105.1,24.2,61.2,1.58,36.8,66,53.4,19.2,70.1,70.5,98.5,62.1,1
28,83,33.7,8,33,24.2,25,32,78.1,12,34,46,23,6,8,17,20,-20,89,109,-20,82.1,1.35,23.7,67.3,44.7,17,38.6,45.8,100,39.7,0
40,81,49.4,15,35,42.9,11,11,100,7,35,42,25,3,3,21,19,-3,110.4,112.4,-2,62.5,1.19,29.3,66.1,50.5,21.9,58.6,61.7,96.5,51,0
34,78,43.6,15,41,36.6,25,37,67.6,8,24,32,27,9,9,16,28,-9,111.3,118.2,-6.8,79.4,1.69,24,64.1,41.6,16.5,53.2,57.3,98,42.5,0
39,87,44.8,16,32,50,20,25,80,12,27,39,25,9,5,17,22,-6,112.9,120,-7.1,64.1,1.47,30.6,70.2,50,16.8,54,58.2,100.5,46.2,0
39,86,45.3,13,33,39.4,15,18,83.3,10,30,40,27,6,4,17,26,-6,108.2,116.7,-8.5,69.2,1.59,30.6,74.4,51.1,17.3,52.9,56.4,97,42.6,0
44,79,55.7,15,30,50,19,24,79.2,8,35,43,37,7,1,17,17,20,123.2,104.1,19.2,84.1,2.18,24.3,84.1,56.8,17.2,65.2,68.1,98.5,61.7,1
34,82,41.5,13,27,48.1,18,23,78.3,13,29,42,21,4,9,21,20,-16,100,117.3,-17.3,61.8,1,34.7,67.3,51.5,21.2,49.4,53.7,98.5,41.2,0
41,91,45.1,8,27,29.6,23,29,79.3,5,36,41,21,8,7,8,18,4,110.8,105.8,5,51.2,2.63,20.8,69.2,44.8,7.8,49.5,54.5,102.5,53.4,1
41,85,48.2,6,29,20.7,18,24,75,10,37,47,21,11,8,16,21,-6,105,112,-7,51.2,1.31,28.3,70.4,51,15.8,51.8,55.5,100.5,50.8,0
41,88,46.6,14,30,46.7,17,23,73.9,11,31,42,30,5,1,20,15,-12,108.7,121.4,-12.7,73.2,1.5,32,91.7,57,19.2,54.5,57.6,103.5,43.4,0
37,81,45.7,13,24,54.2,9,10,90,9,39,48,21,2,3,20,18,2,100,97.9,2.1,56.8,1.05,24.4,73.2,51.5,20.8,53.7,56.2,96,48.6,1
41,76,53.9,8,19,42.1,21,36,58.3,5,30,35,20,11,7,23,28,-6,102.8,106.4,-3.6,48.8,0.87,18.6,69.4,45.7,21.3,59.2,60.4,109,44.9,0
35,85,41.2,10,37,27,20,22,90.9,9,30,39,20,6,5,14,20,-17,104.2,119.4,-15.2,57.1,1.43,25.5,72.7,47.4,14.6,47.1,52.8,97,39.3,0
41,78,52.6,11,24,45.8,26,33,78.8,10,35,45,26,5,6,18,21,9,115.5,106.8,8.7,63.4,1.44,27.5,74,53.3,17.5,59.6,64.3,103,57,1
37,79,46.8,11,38,28.9,22,27,81.5,4,31,35,25,3,0,10,17,-24,108.1,132.3,-24.2,67.6,2.5,11.4,71.7,42.2,10.1,53.8,58.9,99,41.9,0
44,80,55,9,25,36,21,28,75,7,28,35,30,4,2,7,19,4,126.9,122.6,4.3,68.2,4.29,20.5,68.9,46.4,7.5,60.6,63.9,93,52.5,1
40,98,40.8,14,52,26.9,19,25,76,14,38,52,34,4,5,16,23,-8,107.6,113.1,-5.5,85,2.13,36.7,87,58.5,15.2,48,51.8,106,45.4,0
42,82,51.2,18,41,43.9,14,22,63.6,5,30,35,31,8,3,11,23,16,123.4,105.3,18.1,73.8,2.82,18.2,59.6,40.6,11.7,62.2,63.3,94.5,58.2,1
42,89,47.2,9,28,32.1,17,24,70.8,18,34,52,25,7,7,22,24,-14,106.8,118.1,-11.3,59.5,1.14,36,85.7,58.7,21.4,52.2,55.2,104,43.7,0
41,87,47.1,9,30,30,24,32,75,13,36,49,30,9,6,10,21,16,116.2,101,15.1,73.2,3,29.4,70.6,50,10.1,52.3,56.9,98.5,63.3,1
34,80,42.5,9,32,28.1,9,10,90,5,32,37,27,7,3,27,27,-30,81.9,109.4,-27.5,79.4,1,15.2,74.5,45.2,25.7,48.1,50.9,105.5,33.4,0
35,79,44.3,4,28,14.3,20,24,83.3,5,29,34,21,7,2,17,25,-18,95.9,112,-16.1,60,1.24,19.1,83.3,49.4,17.3,46.8,52.5,99,39,0
40,92,43.5,11,35,31.4,10,15,66.7,11,37,48,28,9,7,15,16,-14,102,115,-13,70,1.87,27.3,69,48.7,15.2,49.5,51.2,99.5,45.2,0
44,89,49.4,7,33,21.2,10,12,83.3,13,27,40,26,11,7,23,16,-30,105,133.7,-28.7,59.1,1.13,34.8,72.5,52.3,23,53.4,55.7,100.5,39.5,0
39,77,50.6,11,31,35.5,17,19,89.5,4,34,38,27,8,7,22,20,-6,103.9,110.9,-7,69.2,1.23,15,76,48.9,21.6,57.8,62.1,101.5,48.6,0
30,77,39,11,34,32.4,30,34,88.2,6,34,40,23,8,2,16,21,-12,101,111.9,-10.9,76.7,1.44,17.6,77.1,46.5,16,46.1,54.9,100.5,40.4,0
46,89,51.7,13,32,40.6,15,23,65.2,8,25,33,31,15,6,18,27,-5,113.2,117.9,-4.7,67.4,1.72,22.4,60.5,40.2,17,59,60.5,106,47.4,0
35,96,36.5,5,39,12.8,13,18,72.2,7,27,34,20,6,7,7,14,-41,88,127.7,-39.7,57.1,2.86,15.6,60,35.1,7,39.1,42.3,100.5,30.4,0
43,87,49.4,15,30,50,24,31,77.4,12,32,44,31,8,6,14,25,8,120.2,112.5,7.7,72.1,2.21,24.5,88.1,53.8,13.5,58,62.1,104,52,1
48,90,53.3,18,35,51.4,17,19,89.5,10,34,44,39,11,10,11,16,19,129.7,110.9,18.8,81.3,3.55,23.3,64.8,46.4,10.9,63.3,66.6,101,60.2,1
33,77,42.9,12,39,30.8,26,30,86.7,3,27,30,24,11,6,17,19,-15,100,114.4,-14.4,72.7,1.41,11.4,59.6,36.3,16.3,50.6,57.6,104,44.2,0
37,87,42.5,15,40,37.5,15,21,71.4,6,34,40,29,6,3,14,24,-11,98.1,109.5,-11.4,78.4,2.07,12.7,86.4,45.5,13.2,51.1,54,105.5,42.6,0
40,82,48.8,19,39,48.7,19,23,82.6,7,31,38,31,6,3,20,16,-11,116.8,126.5,-9.6,77.5,1.55,25,83.8,51.9,19.8,60.4,64,101.5,43,0
35,88,39.8,6,23,26.1,20,24,83.3,11,26,37,20,5,5,8,23,-33,98,131.6,-33.7,57.1,2.5,22.2,61.2,40.8,8.2,43.2,48.7,98,33.8,0
48,116,41.4,9,36,25,19,22,86.4,19,41,60,30,7,5,9,25,-5,107.8,115.2,-7.4,62.5,3.33,34.3,77.6,53.9,7.8,45.3,49.3,102.79,48.1,0
43,94,45.7,12,40,30,11,11,100,7,37,44,25,9,2,11,13,14,110.1,95,15.1,58.1,2.27,21.6,80,50.5,11.1,52.1,55.1,99.5,55.4,1
42,95,44.2,20,45,44.4,27,31,87.1,10,32,42,36,12,6,19,20,-3,113.9,116.5,-2.6,85.7,1.89,23.6,63,43.1,16.5,54.7,60.3,104.15,49.1,0
39,87,44.8,9,32,28.1,10,13,76.9,7,29,36,27,4,1,14,16,-27,100,127.8,-27.8,69.2,1.93,20.4,64,42.4,14.4,50,52.3,97,40.3,0
35,92,38,17,34,50,15,21,71.4,12,35,47,23,11,6,22,18,-20,93.6,111.9,-18.3,65.7,1.05,27.1,63.8,45.3,20.2,47.3,50.4,109,36.4,0
37,96,38.5,8,39,20.5,18,25,72,13,33,46,28,9,1,10,22,-9,97.1,106.9,-9.8,75.7,2.8,25.4,76.6,47.3,9.7,42.7,46.7,102.5,43.6,0
33,87,37.9,15,38,39.5,17,20,85,12,40,52,29,7,4,19,30,-9,93.3,101.9,-8.6,87.9,1.53,21.4,84.9,52.3,18.1,46.6,51.1,105,42.9,0
34,86,39.5,5,26,19.2,25,32,78.1,10,34,44,19,13,4,19,18,-13,89.9,103.7,-13.8,55.9,1,27.8,86,53.6,17.4,42.4,49,108,43.7,0
33,82,40.2,11,21,52.4,27,32,84.4,11,31,42,26,13,3,14,19,-7,103,109.9,-6.9,78.8,1.86,25.5,75.6,47.8,13.9,47,54.1,101,47.5,0
33,77,42.9,3,20,15,15,21,71.4,7,36,43,20,9,1,17,20,-15,86.6,102.1,-15.5,60.6,1.18,19.6,63.9,44.9,17.5,44.8,48.7,97,46.5,0
44,96,45.8,12,27,44.4,13,18,72.2,9,35,44,31,5,6,9,14,-4,110.8,115.8,-5.1,70.5,3.44,21.4,71.7,45.9,8.8,52.1,54.4,91.92,48,0
45,93,48.4,18,39,46.2,13,17,76.5,9,33,42,28,4,3,13,19,-20,115.2,134.3,-19,62.2,2.15,21.6,77.3,47.4,12.4,58.1,60.2,105,40.6,0
38,92,41.3,9,27,33.3,20,25,80,11,30,41,22,10,5,11,17,9,102.9,94.1,8.8,57.9,2,25.5,72.1,45.9,10.8,46.2,51,102,54,1
41,87,47.1,9,28,32.1,25,28,89.3,11,43,54,27,7,8,16,18,12,111.5,100,11.5,65.9,1.69,26.5,75,54,15.4,52.3,58.4,104,62.2,1
38,87,43.7,12,30,40,25,30,83.3,13,42,55,27,11,6,20,27,9,107.6,98.1,9.5,71.1,1.35,31.4,78.2,55.7,19,50.6,56.4,105.5,56.9,1
36,83,43.4,10,33,30.3,24,25,96,10,37,47,25,10,4,18,24,4,101.9,98.1,3.8,69.4,1.39,22.9,69.6,48.1,17.3,49.4,56.4,104,54.9,1
41,103,39.8,16,38,42.1,14,23,60.9,17,33,50,24,7,7,8,23,-10,109.8,118.4,-8.6,58.5,3,32.3,61.1,45.4,7.8,47.6,49.5,102.5,43.4,0
30,76,39.5,6,25,24,13,18,72.2,7,18,25,24,14,1,21,17,-21,83.2,106.4,-23.2,80,1.14,22.9,80,42.5,22.1,43.4,47.1,94.5,33.9,0
41,91,45.1,9,29,31,15,22,68.2,14,34,48,19,9,7,12,26,-8,108.2,115.2,-7,46.3,1.58,29.6,78.3,52,12.2,50,52.6,98.5,45.5,0
45,104,43.3,10,37,27,22,30,73.3,14,32,46,27,10,6,8,25,-2,110.9,112.7,-1.8,60,3.38,25.4,64.7,43,7.3,48.1,52,99.62,47.5,0
35,93,37.6,11,27,40.7,21,25,84,10,36,46,23,10,6,16,21,-8,96.2,102.8,-6.6,65.7,1.44,25.4,88.4,52,15.1,43.5,49,106.5,41.8,0
38,71,53.5,9,24,37.5,15,22,68.2,6,33,39,24,9,4,20,19,2,106.4,105.4,1,63.2,1.2,22.9,74.5,53.5,21.3,59.9,62,93.5,54.4,1
36,78,46.2,9,23,39.1,10,15,66.7,6,31,37,18,7,3,16,12,-15,97.8,114,-16.1,50,1.13,20,70.8,46.2,17.2,51.9,53.8,93,42.4,0
33,83,39.8,3,17,17.6,10,12,83.3,18,28,46,17,11,8,25,20,-25,82.3,109.5,-27.2,51.5,0.68,40,65.3,52.5,26,41.6,44.7,95.5,34.6,0
36,91,39.6,6,23,26.1,18,23,78.3,15,31,46,21,6,5,12,17,-4,100,104.2,-4.2,58.3,1.75,32.8,66.7,49.1,12.5,42.9,47.5,96,47.8,0
30,77,39,10,28,35.7,35,40,87.5,5,26,31,19,4,3,9,23,-17,105,123.2,-18.2,63.3,2.11,16,70.7,40.7,9,45.5,55.5,99.5,41,0
37,81,45.7,11,29,37.9,19,26,73.1,13,41,54,31,12,9,21,17,14,104,90.9,13.1,83.8,1.48,32.6,71.2,54.3,21,52.5,56.3,99.5,64,1
37,89,41.6,9,20,45,14,16,87.5,9,32,41,27,10,7,13,17,-3,99,104.2,-5.2,73,2.08,27.8,77.8,50.5,13.3,46.6,50.5,97,48.1,0
43,94,45.7,12,28,42.9,11,12,91.7,6,31,37,28,11,3,9,18,-4,107.9,111.9,-4,65.1,3.11,17.6,70.5,42.1,8.9,52.1,54.9,101,48.9,0
35,90,38.9,8,27,29.6,16,25,64,9,25,34,18,7,5,10,16,-48,94,142,-48,51.4,1.8,21.7,68.3,40.6,10,43.3,46.5,100,28.3,0
43,90,47.8,9,29,31,19,22,86.4,11,40,51,33,5,10,15,24,19,114,96.9,17.1,76.7,2.2,36.7,79.6,59.2,15,52.8,57.2,99,62.4,1
37,91,40.7,7,25,28,19,23,82.6,9,34,43,23,7,3,12,19,-8,101,110.2,-9.2,62.2,1.92,30.4,73.6,51.4,12.1,44.5,49.4,98.5,47.9,0
34,82,41.5,5,28,17.9,27,34,79.4,12,43,55,17,8,4,20,19,-5,95.2,101,-5.7,50,0.85,31.5,78,55.8,19,44.5,51.6,104.5,48,0
36,89,40.4,9,35,25.7,13,17,76.5,10,23,33,29,8,7,17,14,-26,95.9,121.2,-25.3,80.6,1.71,28.6,54.5,40,17.3,45.5,48.7,98.5,37.3,0
45,94,47.9,10,31,32.3,8,14,57.1,8,36,44,23,8,2,10,24,-14,106.9,120.8,-13.9,51.1,2.3,21.6,82.2,50,9.9,53.2,53.9,101,42.7,0
42,85,49.4,7,22,31.8,17,17,100,6,28,34,22,9,6,15,18,-6,106.9,112.9,-5.9,52.4,1.47,18.6,81.6,48.1,14.9,53.5,58.4,101,45.3,0
43,103,41.7,10,35,28.6,23,24,95.8,13,36,49,18,12,9,20,26,-6,98.3,105,-6.7,41.9,0.9,28.3,63.6,46.8,16.5,46.6,52.4,108.68,48.4,0
38,96,39.6,13,33,39.4,23,28,82.1,16,35,51,22,7,1,11,12,-17,109.8,126.5,-16.7,57.9,2,32.8,66.7,48.7,10.8,46.4,51.7,102,43.7,0
42,86,48.8,10,26,38.5,33,36,91.7,8,39,47,28,4,4,10,17,9,127,118,9,66.7,2.8,31.8,67.8,52.4,10,54.7,62.4,100,59.6,1
34,77,44.2,9,28,32.1,10,13,76.9,5,35,40,23,5,5,18,22,-6,95.6,101.1,-5.5,67.6,1.28,22.2,64.8,45.5,19.8,50,52.6,91.5,48.4,0
39,84,46.4,13,28,46.4,19,21,90.5,7,32,39,25,4,2,11,22,-17,111.1,128.3,-17.2,64.1,2.27,17.4,65.4,42.9,11.1,54.2,59,99,45.2,0
36,82,43.9,8,28,28.6,30,36,83.3,7,36,43,24,8,6,18,22,-11,102.8,113.1,-10.3,66.7,1.33,22.4,69.1,47.1,16.8,48.8,56.2,107,45.1,0
51,104,49,14,35,40,18,24,75,19,42,61,37,8,2,18,22,11,121.8,111.8,10,72.5,2.06,43.9,72.6,58.8,16.4,55.8,58.5,110,54.4,1
30,92,32.6,5,33,15.2,27,31,87.1,12,27,39,17,13,2,15,15,-28,89.3,116.5,-27.2,56.7,1.13,29.7,75.7,46.5,14.6,35.3,43.5,103,35,0
39,99,39.4,15,42,35.7,29,30,96.7,15,27,42,27,7,0,13,21,-19,113,133,-20.1,69.2,2.08,34.4,81.8,51.1,12,47,54.4,107,40.6,0
35,80,43.8,12,48,25,14,16,87.5,1,26,27,25,10,9,17,18,-38,93.2,128.8,-35.6,71.4,1.47,4.3,70,34.9,16.5,51.3,55.1,103.5,35.6,0
32,86,37.2,16,57,28.1,24,28,85.7,6,43,49,20,8,6,20,20,-4,95.4,99.1,-3.7,62.5,1,20,70.5,46.6,18.3,46.5,52.9,109,46.8,0
36,89,40.4,14,48,29.2,19,21,90.5,4,33,37,18,14,3,18,19,-18,92.1,107.9,-15.8,50,1,9.1,75.5,40.4,15.8,48.3,53.4,114,39.1,0
43,91,47.3,18,57,31.6,25,30,83.3,8,40,48,21,9,3,15,18,17,116.2,101.8,14.4,48.8,1.4,21.6,87.2,53.1,13.5,57.1,61.9,110.5,54.1,1
36,84,42.9,21,57,36.8,20,23,87,4,30,34,26,11,5,20,28,16,106.6,92.4,14.2,72.2,1.3,22.4,69.6,45.3,18.9,55.4,60,105.5,53.9,1
34,87,39.1,19,53,35.8,15,24,62.5,5,34,39,24,7,3,10,26,-8,100,106.8,-6.8,70.6,2.4,12.3,66.7,40.2,9.8,50,52.3,102.5,43.2,0
36,91,39.6,21,61,34.4,27,31,87.1,6,30,36,22,15,3,9,24,4,113.2,109.4,3.8,61.1,2.44,15.5,63.5,38.2,8.5,51.1,57.3,106,49,1
52,101,51.5,19,48,39.6,30,39,76.9,7,36,43,26,12,10,9,31,4,128.6,125.2,3.4,50,2.89,17,64.5,42.6,7.6,60.9,64.7,107.77,54.3,1
41,80,51.3,15,38,39.5,20,26,76.9,5,28,33,24,9,5,18,20,6,113.6,108.8,4.8,58.5,1.33,20.5,76.1,48.9,17.5,60.6,64,102.5,52.6,1
39,88,44.3,9,32,28.1,19,25,76,11,27,38,21,10,7,18,23,-20,101.9,121.2,-19.2,53.8,1.17,27.5,65.3,46,17.3,49.4,53.5,104,39.6,0
35,76,46.1,15,45,33.3,14,20,70,13,29,42,22,9,3,21,25,-9,107.6,117.4,-9.8,62.9,1.05,34.9,80.6,55.7,22.8,55.9,58.4,92,42.4,0
35,97,36.1,7,42,16.7,28,36,77.8,15,36,51,19,6,5,11,25,-15,100,113.2,-13.2,54.3,1.73,28.4,70.6,46.6,10.5,39.7,46.5,105.5,39.7,0
39,94,41.5,20,56,35.7,25,27,92.6,8,26,34,25,11,5,12,20,-2,115,116.8,-1.9,64.1,2.08,19.3,55.4,37.2,11.2,52.1,58.1,107,46.8,0
41,98,41.8,15,55,27.3,14,18,77.8,12,41,53,17,10,8,16,20,1,102.8,102.8,0,41.5,1.06,27.1,70.3,49.6,14.8,49.5,52.4,97.36,49.5,1
52,93,55.9,23,50,46,13,15,86.7,9,35,44,22,8,7,19,25,28,132.1,106.7,25.4,42.3,1.16,26.2,58,45.9,17.9,68.3,70.3,105.5,60.1,1
43,86,50,16,48,33.3,21,31,67.7,5,33,38,20,11,7,13,22,11,117.1,105.7,11.5,46.5,1.54,17,66.1,43.7,12.4,59.3,61.7,105.5,52.2,1
